id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
9c19faf3-436f-4be9-ac87-b50834c059bc-10150000,9c19faf3-436f-4be9-ac87-b50834c059bc,"EDC Poul Erik Bech, Østerbro og Nordhavn",12.582155,55.69784,EPSG4326,Willemoesgade,29,0,2100,København Ø,168,10150000,5,53,condo,Gennemrenoveret klassisk lejlighed lige ved Søerne,"Åbent hus med tilmeldingskrav 21/8 - klik på billede - 168m2 herskablig luksus i international klasse på en af byens bedste adresserBoligen undergik for blot et år siden en totalrenovering, hvor den herskabelig luksus blev opdateret til tidens international standarder. Resultatet er et kompromisløst hjem, hvor den klassiske, danske herskabsstil og tidens internationale boligdesign mødes i et unikt udtryk, der breder sig over samtlige 168 kvadratmeter.Willemoesgade 29 er adressen - og så ved kendere, at der er tale om en af kvarterets få brostensbelagte gader med grønne allér af vejsidetræer. Boligen ligger som mezzanin højt hævet over gadeplan, så man ikke ser folk og fæ, men samtidig ikke har langt ned til den charmerende gårdhave.Kvarteret er roligt og præget af et ressourcestærkt publikum, hvor man har let adgang til et udvalg af delikatesser, caféer, spisesteder og vinbarer. Her har man blot 200 meter til Søerne, eller en kort spadseretur til grønne oaser som Fælledparken, Østre Anlæg, Classens Have, Kastellet, Langelinje. Man kommer nemt omkring i metropolen med metro fra Trianglen Station, ligesom Københavns centrum er i gåafstand. Desforuden følger med adressen optagelsesadgang til velrenommerede skoler og gymnasier i det eftertragtede område.Renoveringen stod på i tre måneder i en totalentreprise, hvor hver en kvadratmeter blev taget under kærlig behandling. Planløsningen blev åbnet op og tilpasset nutidens livsform, der skal kunne rumme socialt samvær og selskabelighed i en travl hverdag. Stuerne kan således både lukkes af og åbnes op alt efter behov. Køkkenet er tilsvarende åbnet op til spisestuen. Køkken, alrum og stuer er i tæt kontakt som hjemmets sociale arena. Planløsningen fuldendes af en soveafdeling med to værelser, badeværelse og vaskerum.Materialerne er nøje udvalgt med inspiration fra femstjernede hoteller rundt omkring i Europa. I flæng kan nævnes kongelig hofleverandør Søe-Jensen håndtag og greb, italienske SMEG komfur og ovn, franske Lémerand armatur, Villeroy & Boch fliser og snedkerskåret køkkenbordplade. Selv stikkontakterne er nøje udvalgt fra britiske Buster + Punch. De ikoniske kontakter er det eneste man ser af elinstallationer, da sælger har indtænkt indfræsning af al el i væggene og de høje paneler. Det er tydeligt, at sælger har haft hjertet med i hver et indgreb med respekt for boligens historie. Således er det originale plankegulv bragt til live, styrket og behandlet - og hvor behov udskiftet med tilsvarende vintagebrædder fra byens genbyg for at kæle for det autentiske udtryk.Ejendommen er opført i 1891, og rummer nogle af Østerbros største herskabslejligheder. Ejerforeningen er velfungerende, og for beboere er der tilladelse til forældrekøb, hund og udlejning. Til lejligheden hører et stort pulterrum til opbevaring, ligesom der er adgang til tørreloft, cykelkælder og overdækket gennemgang til barnevognen. Fra lejlighedens bagtrappe er der et par trin ned til en grøn gårdhave omkrandset af den historiske ejendom, ligesom der er direkte adgang til en tilstødende græsplæne. Kort sagt, de ideelle rammer for karriereparret med børn, familien med hjemmeboende unge mennesker og livsnyderne, der flytter til byen. Lyder ovenstående som lejligheden for dig, så velkommen til Willemoesgade 29, mezz.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2022-08-21
f6b8b972-f271-4278-8d04-ff9d908894cb-3395000,f6b8b972-f271-4278-8d04-ff9d908894cb,danbolig Østerbro og Nordhavn,12.5887165,55.7085,EPSG4326,Østbanegade,165,1,2100,København Ø,60,3395000,2,53,condo,Flot 2Ver med herskabelige detaljer på Østerbro,"Med en central beliggenhed mellem Indre Østerbro og Nordhavnen ligger denne toværelses lejlighed på første sal og venter på dig, der drømmer om at være tæt på det hele. Lejligheden er i en velholdt, klassisk ejendom fra 1906.Lejligheden er fyldt med flotte detaljer fordelt mellem et værelse, en stue, et køkken og et badeværelse med bruseniche. Stuen er anseelig i størrelse og giver dig plads til at placere sofaarrangementet samt et spisebord med plads til gæster. Rummet er udsmykket med stukloft",2022-08-21
05ab5cbc-7489-4283-994b-91633f10957d-2795000,05ab5cbc-7489-4283-994b-91633f10957d,Brikk,12.536052,55.65478,EPSG4326,Johan Kellers Vej,53,4,2450,København SV,56,2795000,2,53,condo,"LYS, MODERNISERET 2 VÆRELSES MED GOD UDSIGT OG TO ALTANER - SÆRDELES DELEVENLIG!",Indflytningsklar og delevenlig lejlighed med to altaner og god planløsning!; ,2022-08-21
7bed229e-b6a0-4206-811a-57d355cd3881-2595000,7bed229e-b6a0-4206-811a-57d355cd3881,danbolig Nordvest/Emdrup - Brdr. Bjørn Bredo,12.53041,55.69902,EPSG4326,Vibevej,45,2,2400,København NV,55,2595000,2,53,condo,Vestvendt altan. Lys. Delevenlig. Separat bruseniche. God stand,"Vestvendt altan. Lys. Delevenlig. Separat bruseniche. God standNu har du endelig muligheden for at bo tæt på Nørrebro st. og det pulserende Nordvest. Vi åbner nu dørene op for denne skønne delevenlige lejlighed som egner sig perfekt til både par, enkeltpersoner eller som delelejlighed. Denne lejlighed skal uden tvivl opleves! 

LEJLIGHED: Via opgangen træder man ind i den rummelige fordelingsentré med god plads til opbevaring. Herfra har man adgang til bad, køkken, soveværelse og stue. Badeværel",2022-08-21
cff2df8f-673b-4d54-a7c1-7a1f220c70f7-4100000,cff2df8f-673b-4d54-a7c1-7a1f220c70f7,danbolig Østerbro - Ndr. Frihavnsgade,12.572121,55.71134,EPSG4326,Drejøgade,26D,5,2100,København Ø,64,4100000,3,53,condo,Elegant og moderniseret lejlighed med altan og adgang til tre tagterrasser,"Tæt på Fælledparken, Svanemøllehavnen, Nordhavn og byens pulserende liv finder du denne virkelig flotte lejlighed hvor der virkelig er kræset for detaljen. Således tager du elevatoren til femte sal, hvor hjemmet folder sig ud med smukt design, kvalitetsmaterialer og ikke at forglemme skønne lysindfald. Planløsningen følger naturligvis trop med æstetikken og giver dig et værelse, et kontor, et badeværelse samt et køkken-alrum med adgang til altanen.  Vi kommer ikke udenom, at opholdsrummet er yde",2022-08-21
074f1000-13c2-422b-88e6-570f365806c9-12995000,074f1000-13c2-422b-88e6-570f365806c9,EJENDOMSMÆGLERFIRMAET JESPER NIELSEN,12.564506,55.653564,EPSG4326,Rundholtsvej,28,11,2300,København S,148,12995000,4,53,condo,"ELEVATOR,P-PLADS OG EN UNIK UDSIGT.","Højt hævet over byen og med en intet mindre end fantastisk udsigt finder I denne lejlighed på den sydlige del af Islands Brygge. I kan se vidt og bredt til både enorme, grønne arealer, hvor træernes kroner smelter sammen til et tæppe af smukke farver. Også kanalen, der adskiller Amager fra resten af byen, er en væsentlig del de fantastiske omgivelser, og selve boligen følger fornemt trop med lækre materialer, en skarp æstetik og en ualmindeligt veltilrettelagt planløsning.Allerede udefra fremstår ejendommen, hvor lejligheden er placeret på 11. sal, med en karakteristisk æstetik. Etagerne ses tydeligt på facaden, for som bygningen hæver sig mod himlen, toner let forskudte og ikke fuldstændig perfekte ringe frem. Det giver et interessant udtryk, ligesom det danner grundlaget for de helt suveræne terrasser, som knytter sig til hver lejlighed - og lejligheden, det drejer sig om her, er sågar begavet med en vestvendt af slagsen.Inden døre indledes hjemmet af en nydelig entré, der fortsætter direkte over i det store, lyse opholdsrum, som udgør boligens midtpunkt. Her er køkkenet og stuen arrangeret i åben forbindelse, og netop køkkenet præsenterer sig med et rent og skarpt design i form af hvide, glatte fronter og hvide bordplader. Det flotte gulv og det imponerende lysindfald understreger på fornemmeste vis den indbydende atmosfære.Den veldisponerede planløsning består videre af to værelser med faste skabe, mens I også tilgodeses af to badeværelser, der i udseende matcher køkkenets stramme design. Et afsnit af den 53 m2 store terrasse er afskærmet af glaspaneler, hvorved den fungerer som udestue, men ikke desto mindre opleves her samme fremragende udsigt til alt fra vartegn som Bella Sky og Københavns Kanal til Amager Fælleds natur.Beliggenheden er imidlertid ikke ren og skær staffage. På grund af den attraktive placering er det tillige let at tage aktiv del i byens rige liv, hvad enten det drejer sig om kultur, shopping eller alle mulige forskellige former for friluftsaktiviteter, der selvsagt også er let tilgængelige.Fra værelserne såvel som fra stuen kan I træde ud på den anseelige terrasse, som løber i hele boligens bredde.Lejligheden oprindeligt født som en 4 værelser,  så det kan nemt kan retableres.",2022-08-21
1b433e8f-ccd8-429a-8307-9f60034efebf-2195000,1b433e8f-ccd8-429a-8307-9f60034efebf,Nybolig Amager - Øresundsvej A/S,12.613709,55.650654,EPSG4326,Rodosvej,7C,2,2300,København S,50,2195000,2,53,condo,Yderst attraktiv lejlighed med stor solrig altan - Indflytningsklar stand!,"Velkommen til Rodosvej 7C, 2.th. - En særdeles indbydende lejlighed og med den helt rigtige beliggenhed. Her er simpelthen gåafstand til alt hvad hjertet begærer - hvad enten det er til offentlig transport, og videre mod Indre By, eller en hyggelig shoppingtur langs de spændende og varierende butikker på Amagerbrogade. Rodosvej er med sin placering som rolig sidegade til Amagerbrogade en absolut eftertragtet adresse i hjertet af det centrale Amager, og samtlige af hverdagens fornødenheder findes i nærområdet lige udenfor din hoveddør. Endvidere ligger Amager Strandpark ca. 1,5 km. fra denne skønne lejlighed - stranden byder på kilometerlang badekyst og består desuden af grønne områder med et utal af muligheder for friluftsaktiviteter. Sidst men ikke mindst er her kort afstand til Islands Brygge samt det skønne Christianshavn og Indre By. Alt i alt en efterspurgt beliggenhed med kombinationen af rolig hjemmebase, men kort afstand til alle faciliteter i byen.Selve lejligheden åbner døren op til særdeles veludnyttet planløsning med følgende indretning:- Lys og indbydende entré med god garderobeplads- Badeværelse i hvide fliser..- Rummeligt køkken med udgang til altan.- Lys stue med udgang til solrig altan. - Indretnings venligt soveværelse.  Hovedejendommen fremstår yderst pæn og præsentabel med løbende optimering samt gode vedligeholdelsestiltag. Ejerforeningen er sund og veldrevet, og byder desuden på mange nyttige faciliteter i form af brugsret til opbevaringsrum, cykelparkering, fællesvaskeri, dørtelefonanlæg, husdyr tillades og udlejning tillades. Foreningens solrige gårdmiljø udgør en fredelig oase med flot beplantning samt græsarealer - her er desuden borde/bænke og mulighed for grill til de hyggelige sommeraftener i selskab med venner og familie.HAR DU EN BOLIG, DER SKAL SÆLGES? SÅ RING STRAKS TIL NYBOLIG PÅ TELEFON 4458 2301 ELLER MAIL HERTIL: 2301@NYBOLIG.DK",2022-08-21
26102bc3-c0fc-412b-b176-2bb034db0c98-3075000,26102bc3-c0fc-412b-b176-2bb034db0c98,home Amager - Sundby,12.622537,55.661304,EPSG4326,Øresundsvej,110,0,2300,København S,77,3075000,3,53,condo,FLOT 3-VÆRELSES LEJLIGHED NÆR AMAGER STRAND,"LYS TREVÆRELSES LEJLIGHED MED GOD BELIGGENHED

Nu kan I blive de heldige indehavere af denne lyse og rummelige lejlighed, hvor både køkkenet og badeværelset har en god størrelse. I får således et hjem med dejlige rum, der vil skabe et stærkt udgangspunkt for jeres hverdag, og dertil er beliggenheden attraktiv med kort afstand til bl.a. Amager Strandpark, indkøb og offentlig transport.

Denne bolig vil være perfekt som delelejlighed til de studerende, ligesom den kan blive et hyggeligt hjem for p",2022-08-21
44351508-32d1-4cd3-927e-09998f2a9d8a-5495000,44351508-32d1-4cd3-927e-09998f2a9d8a,danbolig Nordvest/Emdrup - Brdr. Bjørn Bredo,12.531357,55.705082,EPSG4326,Glasvej,27,1,2400,København NV,95,5495000,3,53,condo,Attraktiv lejlighed med enorm terrasse i Nordvest,"Attraktiv lejlighed med enorm terrasse i NordvestDirekte udgang til stor terrasse. Perfekt planløsning. Køkken-alrum.
Leder du også efter et sted at bo med stort udeareal med en central beliggenhed? Her får du muligheden! Denne lejlighed har direkte udgang til 20m2 lækker vestvendt terrasse, hvor eftermiddags- og aftensolen kan nydes! Lejligheden egner sig perfekt til par med eller uden børn eller som delelejlighed.
 
LEJLIGHEDEN I træder direkte ind i det store opholdsrum, hvor stue og køkken e",2022-08-21
73f3e9b1-646e-4982-bf71-30cbc61cbf55-9495000,73f3e9b1-646e-4982-bf71-30cbc61cbf55,Nybolig Østerbro & Nordhavn - Thomas Boye Jensen,12.593984,55.696877,EPSG4326,Pakhusvej,10,10,2100,København Ø,114,9495000,3,53,condo,,"BOLIG:Her bliver I præsenteret for en moderne og spændende lejlighed, der er lige efter livsnyderens smag. Lejligheden breder sig over 114 veldisponerede kvadratmeter, og her får I glæde af det hele og mere til. Plantegningen tager sig ud på en rummelig entré med indbygget skabsplads, og i samme forbindelse findes badeværelset med separat brus, toilet og vaske-/tørrefaciliteter samt et teknikrum. Lejligheden rummer desuden et meget stort værelse med mulighed for at skabe flere værelser.Det strømlinet køkken er opført i hvide elementer med integreret hårde hvidevarer, og mens I sidder og nyder maden, må udsigten over vand og by bestemt være det bedste ved rummet. Slutteligt kommer I til boligens samlingssted, stuen, der byder på rigt indretningspotentiale og mulighed for at etablere separat opholds- og spiseafsnit.EJENDOM:Denne lækre ejendom blev opført i 2007, og til ejendommen får I egen P-plads i kælderen - på denne måde bliver det nemt at stille bilen på trods af jeres rigtig centrale beliggenhed. Bygningen ligger desuden på tredje parket til havnen, og lejlighedens planløsning tilgodeser såvel den pladskrævende enkeltperson og parret eller den lille børnefamilie, hvis der bliver etableret endnu et værelse. Der er ingen fælles gård med til ejendommen, men det er ej heller vigtigt, da I med fordel kan trække mod vandet og nyde den friske luft i hjemlige rammer.OMRÅDE:Beliggenheden er helt fantastisk med en kombination af pulserende byliv og maritime omgivelser - og på trods af, at der kan være fart over feltet, er der stadig meget fredeligt. Da I kommer til at bo på 10. sal, kan vi næppe komme udenom udsigten, da I får vue over Kastellet og Marmorkirkens smukke kuppel samt byens tårne og Øresundsbroen. Nærmiljøet byder på alt fra spisesteder og indkøbsmuligheder, mens der er kort afstand til offentlig transport og Søerne.",2022-08-21
910a2b40-a165-4140-94ea-cb5257bb153d-7500000,910a2b40-a165-4140-94ea-cb5257bb153d,LokalBolig Valby ApS,12.490824,55.654236,EPSG4326,Kongshaven,74,,2500,Valby,121.35,7500000,3,53,villa,Indbydende villa med renoveret kælder og stor solrig have i Valby,"Indbydende villa med renoveret kælder og stor solrig have i Valby  Læg vejen forbi Kongshaven 74 i Valby, hvor denne flotte murstensvilla præsenterer sig. Hjemmet er opført og bibeholdt i en charmerende 1950’er-stil, og udover det stilfulde stueplan til beboelse, kan I glæde jer til den gennemgående renoverede og integrerede kælder. Hertil har I endda mulighed for at bygge op eller til for endnu mere plads, og ude venter jer en stor, dejlig have. Også beliggenheden er værd at nævne, for I er tæt",2022-08-21
a0b19709-0493-4dab-97a9-16586a4c874d-3650000,a0b19709-0493-4dab-97a9-16586a4c874d,Estate Amager Aps,12.617101,55.659386,EPSG4326,Sixtusvej,13,2,2300,København S,69,3650000,3,53,condo,,"Lejligheden er en moderne 3V'er med åben planløsning, dejlige lysindtag, kig til grønne indslag og gode p-forhold. Hertil er placeringen super god - såvel i ejendommen som i byen, men ikke nok med det. Fra lejligheden er der udgang til en god og anvendelig solrig altan, og endnu bedre er den sydvestvendt. Altandørene kan åbnes helt op, som giver følelsen af et ekstra udeareal. Her er fri udsigt og garanti for mange solskinstimer. Her er ingen biler eller anden trafik i nærheden, men derimod en sikker portion privathed. God plads under åben himmel - det er ganske usædvanligt, især med tanke på, at lejligheden samtidig har storbyens glæder lige om hjørnet.De daglige indkøb kan klares på et minut eller to. Gåturen til nærmeste metro (Lergravsparken) handler om små fem minutter. Nabolaget spirer med hyggelige cafeer og vinbarer, men det er også nemt at trække på Amagerbros urbane livlighed. Strandparken dukker op efter tre minutter på cykel. Inden for 10-15 minutter parkeres cyklen på Christianshavn eller i City. Hjemme på Sixtusvej 13 er boligen trukket tilbage ved enden af en lukket vej. Deraf freden på altanen, som naturligvis også sætter scenen inde i lejligheden.Det åbne nye køkken med god skabsplads, byder dig velkommen indenfor. Hertil er det værd at bemærke at køkkenet byder på god skabsplads, alt i hårde hvidevarer og lækker terrazzo bordplade. Stor og fantastisk lys stue, der har dobbelt døre fra gulv til loft ud til altanen mod syd. Omkring Sixtusvej er der usædvanligt grønt, og meget af det indgår i udsynet. Til den moderne komfort hører gulvvarme på det meget store badeværelse, med glasafskærmning, separat brus og vindue. Den moderne planløsning er optimal og rumdelingen fuldendes af to værelser, der begge er selvstændige, hvor det ene er meget stort med skabsvæg. Planløsningen åbner boligen for såvel parret, som den lille familie og for køberen, der vil dele boligen med en ven eller logerende. Det hele står rigtig flot og, hvor det hele spiller fint sammen med original stuk, rosetter, fyrretræsplanker og en god loftshøjde, der tilfører charmerende toner.",2022-08-21
cecba5c2-b9e1-4e7c-9333-cd230323d4e2-2665000,cecba5c2-b9e1-4e7c-9333-cd230323d4e2,Amager,12.612487,55.65968,EPSG4326,Lynettevej,7,5,2300,København S,53,2665000,2,53,condo,Unik 2V i 2 plan centralt placeret i på Amager,"Unik 2V i 2 plan centralt placeret i på Amager
Boligen:

Lejligheden byder jer velkommen indenfor i det lyse alrum med samtalekøkken ud i et. Hele rummet har et skønt lysindfald og fremstår utrolig lyst og charmerende. Køkkenet er i lyse farver og moderne stil med kvalitets hårde hvidevare fra bl.a. Bosch. Samtalekøkkenet giver rig mulighed for at lave mad og samtidig være en del af selskabet. I alrummet er der desuden mulighed for sofaafdeling, der ligger fint afskærmet bag trappen til lejlighe",2022-08-21
d89b9ce8-f026-44d0-80ec-303d3b586c39-4595000,d89b9ce8-f026-44d0-80ec-303d3b586c39,home Amager - Sundby,12.625077,55.665764,EPSG4326,Strandlodsvej,25B,2,2300,København S,90,4595000,3,53,condo,RUMMELIG 3-VÆRELSES LEJLIGHED NÆR AMAGER STRAND,"Som adressen afslører, placeres I med en attraktiv beliggenhed tæt på Amager Strand, hvor I kan nyde tilværelsen blandt 90 velindrettede kvadratmeter og med en altan. Hjemmet egner sig således perfekt som delelejlighed, til den lille familie, kæresteparret eller jer, hvis børn er fløjet fra reden!
Boligen er med opførselsåret 2016 i nyere stand, hvilket tydeligt fremgår af det lækre og rene udtryk, som skinner igennem i hele lejlighedens indre og fordeler sig på en god planløsning og moderne ind",2022-08-21
9acf618b-f00e-4e93-99de-52e7b894ed46-6395000,9acf618b-f00e-4e93-99de-52e7b894ed46,LokalBolig Brønshøj/Vanløse ApS,12.487174,55.700466,EPSG4326,Lilliendalsvej,13A,,2700,Brønshøj,139,6395000,5,53,villa apartment,Fantastisk nybyg på en af Brønshøjs bedste adresser,"Fantastisk nybyg på en af Brønshøjs bedste adresser  På Lilliendalsvej 13A i Brønshøj finder I denne flotte villalejlighed, der er perfekt til den moderne familie, der drømmer om et gennemtænkt hjem med en børnevenlig beliggenhed. I får lave ejerudgifter, lavt varmeforbrug, gulvvarme overalt, ventilationsanlæg og meget mere på førstesalen i den nyopførte Eurodan-villa fra 2022. Desuden vil boligen kræve minimal vedligeholdelse i de kommende år. Prikken over i’et udgøres af den herlige have, som",2022-08-21
11530db9-e588-4c65-a420-0d9ee0f66603-8650000,11530db9-e588-4c65-a420-0d9ee0f66603,Nybolig Amager,12.617188,55.64993,EPSG4326,Hollands Allé,39,,2300,København S,111,8650000,4,53,villa,,"OMRÅDET: Det bliver ikke meget bedre end dette hyggelige og børnevenlige kvarter i Sundbyøster. Byggeforeningshusene på Hollands Alle og Obdams Alle blev opført i begyndelsen af 1900-tallet som arbejderboliger, og i dag hersker der en helt speciel stemning med de gamle charmerende og næsten ens huse, der er pudset i forskellige farver. Kvarterets børn kan lege på stilleveje med vejbump og nye fortove. Smukke lindetræer og godt naboskab, hvor store og små mødes til madklub, fastelavnsfest, fælles legedag og vejfest, giver en helt unik stemning i kvarteret. Der er kort afstand til indkøb på Amagerbrogade/Kastrupvej og kun 500 m. og sikker skolevej til den populære ""Gerbrandskolen"". Metrostation og Amagerstrandpark ligger knap 2 km. væk, og resten af verden er også tæt på med indlagt fibernet. EJENDOMMEN: Dette byggeforeningshus er en absolut perle og liebhaveri fra øverste skuffe. Ejerne har ejet huset i 10 år og har passet og moderniseret det med stor respekt for ejendommens oprindelige arkitektur. Facaden er renoveret og fremstår meget smuk. Vinduer og døre i huset er udskiftet. Indenfor er er der tilføjet høje paneler, vinduesindfatninger og flotte stuklofter. Alle husets originale plankegulve er renoveret og væggene er fuldspartlet og med filt. Badeværelse og køkken er selvfølgelig også udskiftet. Huset ligger perfekt placeret ift. solen og har den skønneste lille oase af en solrig gårdhave med flot belægning og mange bær- og blomsterbuske samt flere terrasser med læ og masser af sol, der komfortabelt udvider sæsonen. Huset byder på 111 kvm. boligareal fordelt på stue og 1. sal - og hertil kommer en delvis disponibel 2. sal og 38 kvm praktisk garage og udhus. INDRETNING: Entré med adgang til badeværelse med brus og gulvvarme, køkken med grebsfri køkkenelementer i åben forbindelse til stor gennemlyst stue, hvorfra der er dobbeltdøre til terrasse og eftermiddags/aftensolen. Smuk original trappe fører op til 1. salen, som rummer 3 værelser og et toilet. Soveværelset har indbyggede skabe og udgang til altan med morgensol. Det ene børneværelse er yderligere opdelt, og der er etableret ny trappe til 2. salen, som er udnyttet til det skønneste legerum for de små.",2022-08-21
6d1fe3d1-8121-4fd7-a89d-3e5115c68622-4495000,6d1fe3d1-8121-4fd7-a89d-3e5115c68622,Estate Islands Brygge - Eldrup & Bast,12.590477,55.670963,EPSG4326,Dronningensgade,20,1,1420,København K,65,4495000,2,53,condo,,"Mellem kanalerne og voldene på det mangfoldige og stemningsfyldte Christianshavn udbydes lige nu en fuldstændig nyrenoveret lejlighed, hvor der kræset for detaljerne. Lejligheden har bl.a.  altan med eftermiddagssol, nyt, ksklusivt køkken fra Arki og nyt badeværelse med marmorbruseniche, rainshower i messing og fingertappet snedkermøbel. Lejligheden ligger på 1. sal i en 70'er-ejendom med fælles vaskekælder og cykelparkering samt et fint gårdmiljø med legeplads. Selve boligen har gennemgået en gennemgribende renovering i 2021, der har bragt den helt up to date, når det kommer til komfort og stil. Køkkenet og stuen ligger i delvist åben forbindelse, og derudover har lejligheden altan og et gangareal med adgang til et depotrum, soveværelset og badeværelset. Endelig følger der et privat kælderrum med i købet.  Du kommer til at bo i et fredeligt hjørne af Christianshavn, hvor voldens træer og de gamle brostensbelagte gader sætter en fredelig og historisk stemning. Samtidig har du hippe butikker, trendy caféer og det enestående miljø omkring Christianshavns kanaler lige om hjørnet.",2022-08-21
7a9cd066-c3bb-472e-b633-40fd66a79893-6995000,7a9cd066-c3bb-472e-b633-40fd66a79893,danbolig Brønshøj,12.493593,55.697857,EPSG4326,Fuglsang Allé,114,1,2700,Brønshøj,132.9,6995000,7,53,villa apartment,"KARISMATISK VILLALEJLIGHED MED FRUGTRIG HAVE, BELIGGENDE PÅ EN AF BRØNSHØJS BEDSTE ADRESSER.","Velkommen til Fuglsang Allé 114, 1. sal.Her udbydes en perfekt disponeret bolig til salg, i den helt rigtige stil, på en af byens bedste beliggenheder. Villalejligheden egner sig perfekt til den store børnefamilie og den frodige have skal opleves. Vi glæder os til at fremvise denne herlighed, som har så meget at byde på! Velkommen indenfor.   INDRETNING: Indgang via den fælles hoveddør, med trappeforbindelse til husets første- og anden sal. På første etage byder planløsningen på en indbydende en",2022-08-21
868864e8-228d-42c4-ab5b-675a46083849-4995000,868864e8-228d-42c4-ab5b-675a46083849,danbolig Valby & kbh SV,12.492802,55.651268,EPSG4326,Danhaven,16,,2500,Valby,124.55,4995000,4,53,villa,Hyggelig og charmerende villa i Valby,"På Danhaven 16 i Valby møder I denne hyggelige og charmerende villa, der foruden en attraktiv beliggenhed tæt på Vigerslevparken og Valbys mange muligheder også byder på en god og veldisponeret planløsning med lyse stuer, to værelser og en kælder. Hertil kommer den skønne, solrig have med overdækket terasse med udepejs og grill. Velkommen til. Hjemmet centrerer sig omkring de to anseelige stuer, hvor et rigt lysindfald strømmer ind gennem de brede vinduer. Det klassiske plankegulv ledsages af en",2022-08-21
ce73e855-9ece-46d0-8adf-fd51a1dbabf1-5998000,ce73e855-9ece-46d0-8adf-fd51a1dbabf1,home Nordvest - Emdrup,12.527276,55.705788,EPSG4326,Thoravej,23B,0,2400,København NV,101,5998000,4,53,condo,Udsøgt lejlighed med ualmindelig fantastisk terrasse,"Velkommen til Thoravej 23B, hvor denne indbydende lejlighed er beliggende som værende et baghus. I får glæden af en fantastisk stor træterrasse, samtidig med at lejligheden på 101 kvm fremstår lys og indbydende med masser af plads til at indrette jer efter jeres ønsker og behov.
Lejligheden udspiller sig med køkken og stue i åben forbindelse, hvilket fungerer som hjemmets primære opholdsrum og sikrer jer masser af plads og lys fra de store vinduespartier samt ovenlysvinduer. Rummet byder på pæne",2022-08-21
832a9212-a323-4300-b1de-a897f3e5da68-15800000,832a9212-a323-4300-b1de-a897f3e5da68,RealMæglerne Renny Clemmensen ApS,12.5632105,55.65929,EPSG4326,George Marshalls Vej,5,4,2450,København SV,177,15800000,4,53,condo,Kompromisløs og gennemført udsigtslejlighed med mulighed for tilkøb af to p-pladser,"Drømmer I om liebhaveri, der kombinerer kvalitet, sublim udsigt og eftertragtet beliggenhed? Så se nærmere på denne unikke lejlighed beliggende i det eksklusive og prestigefyldte Engholmene. Engholmene byder på et spændende mix mellem eksklusive boliger, grønne områder, vinbarer og spisesteder. Her befinder I jer kun en kort cykeltur fra indre by såvel som fra Vesterbros hyggelige caféliv. Men på trods af den centrale placering er her stille og fredfyldt - området emmer af livskvalitet! Endvidere er der gode offentlige transportmuligheder med blandt andet havnebussen og den kommende metrostation. Lejligheden er placeret på fjerde sal med udsigt over Københavns Havn. Der er gulvvarme og ventilation i alle rum. Den funktionelle planløsning byder på et åbent leverum ligesom de store vinduespartier medvirker til et luftigt og eksklusivt indtryk. I træder ind i den rummelige entré med gæstetoilet og integrerede garderobeskabe med god opbevaringplads. Entréen fører videre til køkken-alrummet, som er lejlighedens midtpunkt. Køkkenet fra Invita fremstår elegant med enkelte hvide fronter, der kombineres med mørke granit-bordplader. Køkkenet har endvidere Quooker og hårde hvidevarer fra Miele med ovn, køle-fryseskab, opvaskemaskine og induktion. I stuen bliver I mødt af en fantastiske udsigt til Københavns Havn. Herfra er der udgang til den ene af lejlighedens to store altaner, hvor morgensolen såvel som aftenlysets spejling i kanalen, kan nydes. Der er desuden udgang til denne altan fra lejlighedens skønne forældresoveværelse, som indeholder eget badeværelse, integreret klædeskab og lydisoleret dør. Ydermere rummer lejligheden to gode værelser (det ene med integreret klædeskab) med udgang til en sydvendt altan. Herfra kan solen nydes frem til de sene aftentimer og er oplagt som hjemmets udendørs spise- og loungeområde. Ejendommen er fra 2021 og ejerforeningen byder blandt andet på lave fællesudgifter og et godt naboskab. Man har i ejerforeningen adgang til en stor p-kælder, fælles cykelkælder, et nyanlagt gårdmiljø, dørtelefon og elevator. Desuden hører der til alle boligerne et rummeligt kælderrum. Som en sjældenhed hører der til denne lejlighed to p-pladser, som det er muligt at tilkøbe.",2022-08-21
